train 0: time=0:00:01.492184, step=74, mse_loss=26.3123, l2_loss=4.10126
dev 492: time=0:00:00.041896, step=36482, mse_loss=0.602806, l2_loss=0.680296
train 493: time=0:00:01.229195, step=36556, mse_loss=0.346591, l2_loss=0.556508
dev 493: time=0:00:00.041440, step=36556, mse_loss=0.603171, l2_loss=0.680501
train 494: time=0:00:01.227972, step=36630, mse_loss=0.34637, l2_loss=0.55632
dev 494: time=0:00:00.040538, step=36630, mse_loss=0.603146, l2_loss=0.680466
train 495: time=0:00:01.237318, step=36704, mse_loss=0.346347, l2_loss=0.556266
dev 495: time=0:00:00.040923, step=36704, mse_loss=0.60417, l2_loss=0.680508
train 496: time=0:00:01.232371, step=36778, mse_loss=0.346209, l2_loss=0.556161
dev 496: time=0:00:00.144804, step=36778, mse_loss=0.60291, l2_loss=0.680212
train 497: time=0:00:01.222102, step=36852, mse_loss=0.346232, l2_loss=0.556182
dev 497: time=0:00:00.040723, step=36852, mse_loss=0.602923, l2_loss=0.680146
train 498: time=0:00:01.236995, step=36926, mse_loss=0.34613, l2_loss=0.556135
dev 498: time=0:00:00.041445, step=36926, mse_loss=0.60199, l2_loss=0.680023
train 499: time=0:00:01.228919, step=37000, mse_loss=0.346158, l2_loss=0.556176
dev 499: time=0:00:00.041057, step=37000, mse_loss=0.602415, l2_loss=0.680143
